,Well,BUL2-totalreads,BUL2-WT%,BUL2-Mut%,BUL2-Other%,BUL2-na%,BUL2-maxcomplex,BUL2-maxcomplex%,FAS1-totalreads,FAS1-WT%,FAS1-Mut%,FAS1-Other%,FAS1-na%,FAS1-maxcomplex,FAS1-maxcomplex%,MKT1-totalreads,MKT1-WT%,MKT1-Mut%,MKT1-Other%,MKT1-na%,MKT1-maxcomplex,MKT1-maxcomplex%,NCS2-totalreads,NCS2-WT%,NCS2-Mut%,NCS2-Other%,NCS2-na%,NCS2-maxcomplex,NCS2-maxcomplex%,PMA1-totalreads,PMA1-WT%,PMA1-Mut%,PMA1-Other%,PMA1-na%,PMA1-maxcomplex,PMA1-maxcomplex%,RHO5-totalreads,RHO5-WT%,RHO5-Mut%,RHO5-Other%,RHO5-na%,RHO5-maxcomplex,RHO5-maxcomplex%,SCH9-totalreads,SCH9-WT%,SCH9-Mut%,SCH9-Other%,SCH9-na%,SCH9-maxcomplex,SCH9-maxcomplex%,WHI2-totalreads,WHI2-WT%,WHI2-Mut%,WHI2-Other%,WHI2-na%,WHI2-maxcomplex,WHI2-maxcomplex%,AKL1-totalreads,AKL1-WT%,AKL1-Mut%,AKL1-Other%,AKL1-na%,AKL1-maxcomplex,AKL1-maxcomplex%,RPI1-totalreads,RPI1-WT%,RPI1-Mut%,RPI1-Other%,RPI1-na%,RPI1-maxcomplex,RPI1-maxcomplex%,HSL7-totalreads,HSL7-WT%,HSL7-Mut%,HSL7-Other%,HSL7-na%,HSL7-maxcomplex,HSL7-maxcomplex%,SPT7-totalreads,SPT7-WT%,SPT7-Mut%,SPT7-Other%,SPT7-na%,SPT7-maxcomplex,SPT7-maxcomplex%,FRS1-totalreads,FRS1-WT%,FRS1-Mut%,FRS1-Other%,FRS1-na%,FRS1-maxcomplex,FRS1-maxcomplex%,BUL2_threshterm,FAS1_threshterm,MKT1_threshterm,NCS2_threshterm,PMA1_threshterm,RHO5_threshterm,SCH9_threshterm,WHI2_threshterm,AKL1_threshterm,RPI1_threshterm,HSL7_threshterm,SPT7_threshterm,FRS1_threshterm,BUL2_g,FAS1_g,MKT1_g,NCS2_g,PMA1_g,RHO5_g,SCH9_g,WHI2_g,AKL1_g,RPI1_g,HSL7_g,SPT7_g,FRS1_g,BUL2-singlelocus-totalreads,BUL2-singlelocus-WT%,BUL2-singlelocus-Mut%,BUL2-singlelocus-Other%,BUL2-singlelocus-na%,BUL2-singlelocus-maxcomplex,BUL2-singlelocus-maxcomplex%,HSL7-singlelocus-totalreads,HSL7-singlelocus-WT%,HSL7-singlelocus-Mut%,HSL7-singlelocus-Other%,HSL7-singlelocus-na%,HSL7-singlelocus-maxcomplex,HSL7-singlelocus-maxcomplex%,NCS2-singlelocus-totalreads,NCS2-singlelocus-WT%,NCS2-singlelocus-Mut%,NCS2-singlelocus-Other%,NCS2-singlelocus-na%,NCS2-singlelocus-maxcomplex,NCS2-singlelocus-maxcomplex%,PMA1-singlelocus-totalreads,PMA1-singlelocus-WT%,PMA1-singlelocus-Mut%,PMA1-singlelocus-Other%,PMA1-singlelocus-na%,PMA1-singlelocus-maxcomplex,PMA1-singlelocus-maxcomplex%,RPI1-singlelocus-totalreads,RPI1-singlelocus-WT%,RPI1-singlelocus-Mut%,RPI1-singlelocus-Other%,RPI1-singlelocus-na%,RPI1-singlelocus-maxcomplex,RPI1-singlelocus-maxcomplex%,BUL2-singlelocus_threshterm,HSL7-singlelocus_threshterm,NCS2-singlelocus_threshterm,PMA1-singlelocus_threshterm,RPI1-singlelocus_threshterm,BUL2-singlelocus_g,HSL7-singlelocus_g,NCS2-singlelocus_g,PMA1-singlelocus_g,RPI1-singlelocus_g,BUL2matches single?,HSL7matches single?,NCS2matches single?,PMA1matches single?,RPI1matches single?,BUL2_g-update,FAS1_g-update,MKT1_g-update,NCS2_g-update,PMA1_g-update,RHO5_g-update,SCH9_g-update,WHI2_g-update,AKL1_g-update,RPI1_g-update,HSL7_g-update,SPT7_g-update,FRS1_g-update,BUL2_g-update_bin,FAS1_g-update_bin,MKT1_g-update_bin,NCS2_g-update_bin,PMA1_g-update_bin,RHO5_g-update_bin,SCH9_g-update_bin,WHI2_g-update_bin,AKL1_g-update_bin,RPI1_g-update_bin,HSL7_g-update_bin,SPT7_g-update_bin,FRS1_g-update_bin,full_g_bin_13,full_g_bin_10,BUL2_g_exp,FAS1_g_exp,MKT1_g_exp,NCS2_g_exp,PMA1_g_exp,RHO5_g_exp,SCH9_g_exp,WHI2_g_exp,AKL1_g_exp,RPI1_g_exp,full_g_bin_10_exp,full_g_match?
1109,8G-C10,161.0,0,1.0,0,0.0,Mut,1.0,3228.0,0.0014026134939840002,0.9791697431277081,0.00023436408728,0.019193279291028,Mut,0.9791697431277081,4023.0,0.9817252633726097,0.001205141883083111,0.0014665719693630031,0.015603022774944224,WT,0.9817252633726097,1478.0,0.000523347929519,0.9803619070731899,0.001669732036219,0.017445012961071,Mut,0.9803619070731899,2159.0,0.006945848233939,0.973723099277385,0.00221594327739,0.017115109211286998,Mut,0.973723099277385,4573.0,5.205348172e-06,0.981944827811302,0.0029887772693419994,0.015061189571183001,Mut,0.981944827811302,11696.0,0.0,0.9828683607495421,0.001428367998382,0.015703271252076,Mut,0.9828683607495421,10402.0,0.9838541698704522,0.00037982554624900006,8.821895245399999e-05,0.015677785630846,WT,0.9838541698704522,3433.0,0.9863436181806918,0.0008402247845419999,0.000859939877601,0.011956217157165999,WT,0.9863436181806918,218.0,0.010005493062443863,0.9772679107837551,0,0.012726596153801058,Mut,0.9772679107837551,605.0,0.9660521786393694,0.0037103300419724,0,0.030237491318658088,WT,0.9660521786393694,6064.0,0.9823662584145153,0.00023706601452357358,0.0021736351294454085,0.015223040441515609,WT,0.9823662584145153,5717.0,0.9942617120091399,0.0,0.0012701880222699999,0.004468099968591,WT,0.9942617120091399,0.0,0.001636977581263896,0.0026717138524460955,0.002193079965739069,0.009161791511328017,0.002993982617515009,0.0014283679983819082,0.0004680444987018445,0.0017001646621421732,0.010005493062443863,0.0037103300419724823,0.002410701143969088,0.0012701880222690696,Mut,Mut,WT,Mut,Mut,Mut,Mut,WT,WT,Mut,WT,WT,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,Mut,WT,Mut,Mut,Mut,Mut,WT,WT,Mut,WT,WT,WT,1,1,0,1,1,1,1,0,0,1,0,0,0,1101111001000,1101111001,1,1,0,1,1,1,1,0,0,1,1101111001,True
1110,7G-C10,80.0,0,0.9590672990063241,0,0.040932700993677,Mut,0.9590672990063241,3526.0,0.0009554987606869999,0.9792535771402009,0.00020641941644900002,0.019584504682663,Mut,0.9792535771402009,1903.0,0.9862796355545609,0.001992155933493,0.0019513525141670002,0.00977685599778,WT,0.9862796355545609,1552.0,0.00048352807771900007,0.9753753997651431,0.0023328653015260003,0.021808206855612,Mut,0.9753753997651431,2205.0,0.9810189865695059,0.0007069161379779999,0.000684233285835,0.017589864006682,WT,0.9810189865695059,2757.0,0.00027987726436299996,0.9815640535328368,0.0032138428862879998,0.014942226316511998,Mut,0.9815640535328368,9713.0,0.0022783345189639997,0.9821434198079639,0.000571915110865,0.015006330562207999,Mut,0.9821434198079639,9858.0,0.984891548825639,8.781852701799999e-05,9.5903447947e-05,0.014924729199395,WT,0.984891548825639,4544.0,0.9702575837788264,0.001591570956203766,0.009815257172456255,0.018335588092513348,WT,0.9702575837788264,815.0,0.002107267564397,0.9847238566170199,0,0.013168875818581997,Mut,0.9847238566170199,557.0,0.9961273666092942,0.0007028112449799193,0,0.003169822145725757,WT,0.9961273666092942,3149.0,0.986492377909255,0.000211822442257,0.0023263651425230003,0.010969434505965,WT,0.986492377909255,6010.0,0.98831319491482,0.0,0.001153938598772,0.010532866486407,WT,0.98831319491482,-1.1449174941446927e-15,0.0011619181771361058,0.003943508447659115,0.0028163933792449067,0.001391149423812077,0.0034937201506511795,0.0028502496298280656,0.0001837219749659929,0.011406828128660226,0.0021072675643981145,0.0007028112449800027,0.002538187584779965,0.0011539385987730522,Mut,Mut,WT,Mut,WT,Mut,Mut,WT,WT,Mut,WT,WT,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,Mut,WT,Mut,WT,Mut,Mut,WT,WT,Mut,WT,WT,WT,1,1,0,1,0,1,1,0,0,1,0,0,0,1101011001000,1101011001,1,1,0,1,0,1,1,0,0,1,1101011001,True
1111,4C-C10,75.0,0,0.8802264808362371,0,0.119773519163763,Mut,0.8802264808362371,2585.0,0.9818873891182829,0.000353805969527,0.001162389871274,0.016596415040916,WT,0.9818873891182829,2217.0,0.9814790173052869,0.001271522644506,0.001230719225181,0.016018740825027,WT,0.9814790173052869,713.0,0.0014059089268770003,0.993039323234447,0.00261244135843,0.002942326480247,Mut,0.993039323234447,1493.0,0.0010851357881379998,0.9710217796834041,0.001154398049453,0.026738686479006,Mut,0.9710217796834041,3321.0,0.000163148045497,0.9796610739047951,0.0037812055620830005,0.016394572487625,Mut,0.9796610739047951,10400.0,0.5184160627753589,0.46575332978715206,0.000800953421692,0.015029654015796999,WT,0.5184160627753589,8783.0,0.985420902982564,0.00045646345299,0.000464548373919,0.013658085190527,WT,0.985420902982564,3514.0,0.9848078296575282,0.000786725646654,0.0008198155241839999,0.013585629171634,WT,0.9848078296575282,892.0,0.003123628673081,0.9801075870637779,0,0.016768784263141,Mut,0.9801075870637779,398.0,0.9620162159146024,0.0021189138456211734,0,0.035864870239776345,WT,0.9620162159146024,3973.0,0.992021104875448,0.0005832211022666872,0.003418618074147506,0.003977055948137834,WT,0.992021104875448,5122.0,0.988873445614984,0.0,0.003002176946683,0.008124377438334001,WT,0.988873445614984,-1.1102230246251565e-16,0.0015161958408011177,0.002502241869686138,0.004018350285306008,0.002239533837589916,0.003944353607579935,0.4665542832088441,0.0009210118269089816,0.0016065411708377775,0.0031236286730811254,0.0021189138456212536,0.004001839176414132,0.003002176946681973,Mut,WT,WT,Mut,Mut,Mut,mixed,WT,WT,Mut,WT,WT,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,WT,Mut,Mut,Mut,mixed,WT,WT,Mut,WT,WT,WT,1,0,0,1,1,1,2,0,0,1,0,0,0,1001112001000,1001112001,1,0,0,1,1,1,1,1,0,1,1001111101,False
1112,5G-C10,71.0,0,0.9764337508239949,0,0.02356624917600528,Mut,0.9764337508239949,2568.0,0.007234596683369,0.9731075727565318,0.00031617600615499995,0.019341654553945997,Mut,0.9731075727565318,3109.0,0.9818181316622211,0.0016476946291969824,0.001216147155041237,0.015318026553540918,WT,0.9818181316622211,1079.0,0.0008349261637239999,0.977195349018906,0.0014704758321239996,0.020499248985246996,Mut,0.977195349018906,1673.0,0.977854445657233,0.001012009738142,0.0016314288679240003,0.019502115736703,WT,0.977854445657233,3669.0,0.00010895879102200003,0.984499723368417,0.001669882333282,0.013721435507278,Mut,0.984499723368417,11019.0,0.9877290221311289,0.0,0.000713476164651,0.01155750170422,WT,0.9877290221311289,10249.0,0.9864591643420059,0.000290318892574,9.1682458421e-05,0.013158834306998999,WT,0.9864591643420059,4618.0,0.9759481842196961,0.002405787044031,0.0008453589685599999,0.020800669767713,WT,0.9759481842196961,890.0,0.0020335542869336634,0.9865685060218505,0,0.011397939691216023,Mut,0.9865685060218505,284.0,0.9621552411737542,0.004100023788533928,0,0.03374473503771182,WT,0.9621552411737542,3301.0,0.9884324238645894,0.0001827908980412066,0.0015185494116086934,0.009866235825760529,WT,0.9884324238645894,3393.0,0.9880448976649159,0.0,0.00173026030845,0.010224842026634,WT,0.9880448976649159,-1.4224732503009818e-16,0.00755077268952219,0.0028638417842379877,0.0023054019958469694,0.002643438606063992,0.0017788411243050434,0.0007134761646511029,0.00038200135099513387,0.0032511460125909074,0.002033554286933444,0.00410002378853401,0.0017013403096500668,0.0017302603084501222,Mut,Mut,WT,Mut,WT,Mut,WT,WT,WT,Mut,WT,WT,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,Mut,WT,Mut,WT,Mut,WT,WT,WT,Mut,WT,WT,WT,1,1,0,1,0,1,0,0,0,1,0,0,0,1101010001000,1101010001,1,1,0,1,0,1,0,0,0,1,1101010001,True
1113,1C-C10,43.0,0,0.9447831978319781,0,0.055216802168022,Mut,0.9447831978319781,2364.0,0.9816268514638089,0.000842655447002,0.0008089981261049999,0.016721494963085,WT,0.9816268514638089,1929.0,0.9804695338699169,0.00250599922619,0.001340385858408,0.015684081045484,WT,0.9804695338699169,818.0,0.9635322711348909,0.00100841530121,0.005739894239683,0.029719419324215998,WT,0.9635322711348909,992.0,0.429528733168262,0.5520165226702359,0.001877230409149,0.016577513752354,Mut,0.5520165226702359,4598.0,2.1718629359999997e-06,0.980981282591911,0.0029402415055719998,0.016076304039581,Mut,0.980981282591911,9833.0,0.0,0.9822488133589319,0.0013667780074770003,0.016384408633591998,Mut,0.9822488133589319,11461.0,0.000828863549964,0.9850655467433279,0.00017062366255100002,0.013934966044157001,Mut,0.9850655467433279,4014.0,0.97849347597114,3.779581728e-05,0.00011094106366700001,0.021357787147914,WT,0.97849347597114,533.0,0.0035917019996290003,0.9722250852514669,0,0.024183212748904,Mut,0.9722250852514669,344.0,0.9742047647155111,0.002895071434358264,0,0.022900163850130863,WT,0.9742047647155111,2606.0,0.970480374049485,0.00034359972711692384,0.002483402386062996,0.02669262383733506,WT,0.970480374049485,5843.0,0.9879181656946701,0.0,0.000255431276338,0.011826403028991002,WT,0.9879181656946701,-6.245004513516506e-17,0.0016516535731060968,0.003846385084599134,0.006748309540893074,0.43140596357741007,0.002942413368508024,0.0013667780074761195,0.0009994872125150857,0.0001487368809459967,0.003591701999629108,0.0028950714343580417,0.0028270021131799883,0.00025543127633894,Mut,WT,WT,WT,mixed,Mut,Mut,Mut,WT,Mut,WT,WT,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,WT,WT,mixed,Mut,Mut,Mut,WT,Mut,WT,WT,WT,1,0,0,0,2,1,1,1,0,1,0,0,0,1000211101000,1000211101,1,0,0,0,0,1,1,1,0,1,1000011101,False
1114,6G-C10,47.0,0,0.951779492284719,0,0.048220507715281,Mut,0.951779492284719,1847.0,0.002061223146089,0.9777873866051582,0.001066672988292,0.019084717260461,Mut,0.9777873866051582,2862.0,0.987166966697072,0.000963242561832,0.0009224391425049999,0.01094735159859,WT,0.987166966697072,712.0,0.001394002686165,0.9762038988686259,0.004281696306159,0.018120402139049998,Mut,0.9762038988686259,1309.0,0.008052461909335,0.9719452609136339,0.003860231473131,0.016142045703901,Mut,0.9719452609136339,3332.0,0.00016090527267200003,0.974065041167688,0.010087780183981999,0.015686273375658002,Mut,0.974065041167688,9671.0,0.9896502244604879,0.0,0.00039505306170899997,0.009954722477804,WT,0.9896502244604879,11020.0,0.9847613371926229,7.599734743699998e-05,8.4082268366e-05,0.015078583191573,WT,0.9847613371926229,4260.0,0.986918167331138,0.000858073003349,0.00192756310333,0.010296196562183,WT,0.986918167331138,757.0,0.00559992573698,0.971166697065566,0,0.023233377197454,Mut,0.971166697065566,293.0,0.9575173279992556,0.0038881394303081048,0,0.03859453257043618,WT,0.9575173279992556,2840.0,0.981684974710912,0.0009830161119610001,0.001641567590566,0.015690441586561,WT,0.981684974710912,5006.0,0.0,0.9890555973549939,0.0,0.010944402645006,Mut,0.9890555973549939,-2.7755575615628914e-17,0.003127896134380817,0.0018856817043379544,0.005675698992324094,0.011912693382465131,0.010248685456654003,0.00039505306170810675,0.00016007961580406793,0.002785636106678981,0.005599925736979979,0.0038881394303082253,0.0026245837025270155,6.765421556309548e-17,Mut,Mut,WT,Mut,Mut,Mut,WT,WT,WT,Mut,WT,WT,Mut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,Mut,WT,Mut,Mut,Mut,WT,WT,WT,Mut,WT,WT,Mut,1,1,0,1,1,1,0,0,0,1,0,0,1,1101110001001,1101110001,1,1,0,1,1,1,0,0,0,1,1101110001,True
1115,2C-C10,78.0,0,1.0,0,0.0,Mut,1.0,2224.0,0.9812667597090571,0.00041720672454699997,0.002321634869015,0.015994398697382,WT,0.9812667597090571,1508.0,0.97654388274694,0.0011437985677109999,0.001827907254714,0.020484411430633998,WT,0.97654388274694,769.0,0.0012752680872379998,0.984638452970215,0.002351159679152,0.011735119263394,Mut,0.984638452970215,1862.0,0.987905626873599,0.0008857982232259999,0.001442111595548,0.009766463307627,WT,0.987905626873599,2882.0,0.00024914664688699997,0.9806895617882799,0.004234970490614,0.01482632107422,Mut,0.9806895617882799,10079.0,0.0,0.987722782026644,0.0006690335417679999,0.011608184431588,Mut,0.987722782026644,10768.0,0.0009519341869909999,0.9844400319016331,8.599042264499999e-05,0.014522043488731,Mut,0.9844400319016331,3079.0,0.983971239658644,0.003050764587527,0.00041210444662000004,0.012565891307208999,WT,0.983971239658644,405.0,0.004827814517499,0.973857387678911,0,0.02131479780359,Mut,0.973857387678911,542.0,0.9511077073694516,0.0008011074441935501,0,0.048091185186354864,WT,0.9511077073694516,3972.0,0.987999669825833,0.001085806458559,0.0014087376743409999,0.009505786041266999,WT,0.987999669825833,5965.0,0.988122747227645,0.0,0.0014856301633660001,0.010391622608989,WT,0.988122747227645,0.0,0.0027388415935609214,0.0029717058224259622,0.0036264277663909834,0.002327909818774048,0.004484117137500071,0.0006690335417680136,0.001037924609635905,0.003462869034147031,0.004827814517499054,0.0008011074441935315,0.0024945441329000187,0.001485630163365963,Mut,WT,WT,Mut,WT,Mut,Mut,Mut,WT,Mut,WT,WT,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,WT,Mut,WT,Mut,Mut,Mut,WT,Mut,WT,WT,WT,1,0,0,1,0,1,1,1,0,1,0,0,0,1001011101000,1001011101,1,0,0,1,0,1,1,1,0,1,1001011101,True
1116,3C-D3,80.0,0,0.9811349459911761,0,0.018865054008823972,Mut,0.9811349459911761,2232.0,0.9667866900565361,0.00030140554940900004,0.002288176035029,0.030623728359026,WT,0.9667866900565361,2741.0,0,0.9816095737899299,0.000281985720754,0.018108440489316004,Mut,0.9816095737899299,1055.0,0.969777442127263,0.0,0.004767077569757,0.025455480302979998,WT,0.969777442127263,1184.0,0.002259118294099,0.9730629581904541,0.0041388559373820005,0.020539067578065,Mut,0.9730629581904541,3478.0,0.9727627440868001,0,0.004997865502525,0.022239390410674,WT,0.9727627440868001,8233.0,0.9801683193457269,0.0,0.0008153524578100001,0.019016328196463,WT,0.9801683193457269,8723.0,0.9856171757791531,0,0,0.014382824220848,WT,0.9856171757791531,506.0,0.9776427293122201,0.0063684273659105955,0.006130286767701412,0.009858556554167749,WT,0.9776427293122201,852.0,0.0004552000578681291,0.9771956705091981,0,0.02234912943293374,Mut,0.9771956705091981,286.0,0.9772016251454414,0.0028955341418545853,0,0.01990284071270401,WT,0.9772016251454414,3261.0,0.9803534926663862,0.0005566243962754941,0.0023295372794229956,0.01676034565791545,WT,0.9803534926663862,4760.0,0.403377132533711,0.589707603463482,0.0,0.006915264002806999,Mut,0.589707603463482,-9.367506770274758e-17,0.002589581584437943,0.0002819857207541389,0.004767077569756979,0.006397974231480925,0.004997865502525921,0.0008153524578100972,-1.087671619437458e-15,0.01249871413361218,0.0004552000578681714,0.0028955341418545923,0.002886161675698388,0.40337713253371094,Mut,WT,Mut,WT,Mut,WT,WT,WT,WT,Mut,WT,WT,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,Mut,WT,Mut,WT,WT,WT,WT,Mut,WT,WT,mixed,1,0,1,0,1,0,0,0,0,1,0,0,2,1010100001002,1010100001,1,0,1,0,1,0,0,0,0,1,1010100001,True
1117,2C-D3,60.0,0,0.8725039936102237,0,0.12749600638977635,Mut,0.8725039936102237,1592.0,0.9790303996875409,0.000656327301133,0.0015784077594060003,0.01873486525192,WT,0.9790303996875409,1044.0,0,0.976117918754638,0.000985607551373,0.022896473693989998,Mut,0.976117918754638,673.0,0.001326130491152,0.9786027005330039,0.004190187010854,0.015880981964991003,Mut,0.9786027005330039,1188.0,0.9774302191622979,0.001469849436253,0.002372920605627,0.018727010795823004,WT,0.9774302191622979,1802.0,0.967080779605636,0,0.006952643815242,0.025966576579122002,WT,0.967080779605636,6233.0,0.979127494720756,0.00035014654741000005,0.001134473692,0.019387885039833,WT,0.979127494720756,7637.0,0.988284326646045,0,0,0.011715673353955,WT,0.988284326646045,2187.0,0.9867993695200528,0.0013058874955215677,0.00289090095383016,0.009003842030595576,WT,0.9867993695200528,268.0,0.005436050437708,0.960686090340958,0,0.033877859221334,Mut,0.960686090340958,456.0,0.988991962195294,0.0003324173918866245,0,0.010675620412819352,WT,0.988991962195294,2747.0,0.9856957543988529,0.000785040505825,0.000986884812509,0.012532320282812998,WT,0.9856957543988529,4175.0,0.9946159112273539,0.0,0.0007077822526960001,0.004676306519949,WT,0.9946159112273539,-2.7755575615628914e-17,0.0022347350605390927,0.0009856075513719545,0.0055163175020050866,0.00384277004187911,0.006952643815242011,0.001484620239411004,-4.163336342344337e-17,0.004196788449351663,0.00543605043770802,0.0003324173918866982,0.0017719253183340715,0.000707782252697067,Mut,WT,Mut,Mut,WT,WT,WT,WT,WT,Mut,WT,WT,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,Mut,Mut,WT,WT,WT,WT,WT,Mut,WT,WT,WT,1,0,1,1,0,0,0,0,0,1,0,0,0,1011000001000,1011000001,1,0,1,1,0,0,0,0,0,1,1011000001,True
1118,4C-D3,112.0,0,0.994360327823309,0,0.0056396721766910005,Mut,0.994360327823309,1976.0,0.9681311972147431,0.00041590371717400006,0.00085713700753,0.030595762060552003,WT,0.9681311972147431,1583.0,0,0.9807995348086789,0.000600014537229,0.018600450654091997,Mut,0.9807995348086789,638.0,0.0014114354214200002,0.977237821648712,0.0044461018016580004,0.01690464112821,Mut,0.977237821648712,1062.0,0.002554216559965,0.9805734983687701,0.0036528117347790004,0.013219473336485,Mut,0.9805734983687701,2380.0,0.97358803570933,0,0.005887039530984001,0.020524924759687,WT,0.97358803570933,7219.0,0.9831220999172361,0.0,0.000633893560553,0.01624400652221,WT,0.9831220999172361,5789.0,0.9813706091428699,0,0,0.01862939085713,WT,0.9813706091428699,3039.0,0.9739092034789605,0.0018541505013555406,0.0016160099031463575,0.0226206361165376,WT,0.9739092034789605,906.0,0.0022715782095100003,0.9839268179471942,0,0.013801603843296003,Mut,0.9839268179471942,344.0,0.9518733042934524,0.0017388076777480064,0,0.046387888028799465,WT,0.9518733042934524,2874.0,0.9801982103265553,2.683758979382677e-05,0.0015165885591321615,0.018258363524518786,WT,0.9801982103265553,3718.0,0.9559745370357428,0.027021898786695087,0.0002617357713871623,0.016741828406175056,WT,0.9559745370357428,3.469446951953614e-17,0.0012730407247049415,0.0006000145372291286,0.005857537223078021,0.006207028294744942,0.005887039530983053,0.0006338935605539088,1.1102230246251565e-16,0.003470160404501918,0.002271578209509831,0.0017388076777481304,0.0015434261489259173,0.02728363455808219,Mut,WT,Mut,Mut,Mut,WT,WT,WT,WT,Mut,WT,WT,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,Mut,Mut,Mut,WT,WT,WT,WT,Mut,WT,WT,mixed,1,0,1,1,1,0,0,0,0,1,0,0,2,1011100001002,1011100001,1,0,1,1,1,0,0,0,0,1,1011100001,True
1119,8G-D3,145.0,0,1.0,0,0.0,Mut,1.0,1985.0,0.9763715054506951,0.0014086210995089999,0.0028380479967870004,0.019381825453008997,WT,0.9763715054506951,2424.0,0,0.9802362686738899,0.00037564404362927794,0.019388087282480752,Mut,0.9802362686738899,1086.0,0.9787707774141801,0.0,0.001595320928389,0.019633901657431,WT,0.9787707774141801,1309.0,0.00281463290844,0.971743357861127,0.002935353437541,0.022506655792892002,Mut,0.971743357861127,2645.0,0.9705359524286729,0,0.0041043061265200005,0.025359741444807998,WT,0.9705359524286729,8036.0,0.000160625121484,0.984950445681246,0.0007916428849979999,0.014097286312273,Mut,0.984950445681246,7141.0,0.985898982003829,0,0,0.014101017996171,WT,0.985898982003829,2477.0,0.977477136008954,0.0025961449266710002,0.000328716506767,0.019598002557608997,WT,0.977477136008954,155.0,0.010621477770820287,0.9692026716760593,0,0.020175850553120437,Mut,0.9692026716760593,403.0,0.9931560799496756,0.0009012272913253267,0,0.005942692758999203,WT,0.9931560799496756,3450.0,0.9858656973393591,0.0004897067945032046,0.0015167893700669594,0.012127806496070804,WT,0.9858656973393591,3782.0,0.5036414554855421,0.47987273956352705,0.000771830798939958,0.015713974151991043,WT,0.5036414554855421,0.0,0.004246669096295938,0.0003756440436293376,0.0015953209283889394,0.00574998634598102,0.004104306126519148,0.0009522680064809885,2.7755575615628914e-17,0.0029248614334369746,0.010621477770820228,0.0009012272913252115,0.002006496164570059,0.4806445703624669,Mut,WT,Mut,WT,Mut,WT,Mut,WT,WT,Mut,WT,WT,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,Mut,WT,Mut,WT,Mut,WT,WT,Mut,WT,WT,mixed,1,0,1,0,1,0,1,0,0,1,0,0,2,1010101001002,1010101001,1,0,1,0,1,0,1,0,0,1,1010101001,True
1120,5G-D3,58.0,0,0.9964959290940947,0,0.003504070905905391,Mut,0.9964959290940947,1815.0,0.9826001576873439,0.000504973925282,0.003306017914391,0.013588850472983001,WT,0.9826001576873439,2027.0,0,0.9868590496469519,0.00041065469853300004,0.012730295654515,Mut,0.9868590496469519,922.0,0.9792946032312229,0.0,0.00431703256944,0.016388364199337,WT,0.9792946032312229,1128.0,0.9807628123182659,0.0015614511116329999,0.002510323118696,0.015165413451406002,WT,0.9807628123182659,2247.0,0.9681555223378799,0,0.007610806085264,0.024233671576857005,WT,0.9681555223378799,7572.0,0.9851316933584229,0.000251972934452,0.0010585437163860001,0.01355778999074,WT,0.9851316933584229,6922.0,0.988563971195742,0,0,0.011436028804257,WT,0.988563971195742,3169.0,0.9783362837973697,0.0010900480984023346,0.002741076265936225,0.017832591838291858,WT,0.9783362837973697,680.0,0.001030196726074,0.9872067631682699,0,0.011763040105656002,Mut,0.9872067631682699,249.0,0.9531998675796701,0.011848134789956962,0,0.03495199763037304,WT,0.9531998675796701,2280.0,0.9888264270691811,0.001081650366596809,0.001543603907948123,0.008548318656274007,WT,0.9888264270691811,1966.0,0.990179903430485,0.0,0.0024208691095200002,0.007399227459995,WT,0.990179903430485,-6.982261990806649e-17,0.0038109918396731206,0.000410654698533075,0.004317032569440139,0.004071774230328101,0.007610806085263058,0.0013105166508371232,9.80118763926896e-16,0.003831124364338443,0.0010301967260740574,0.01184813478995684,0.0026252542745448804,0.002420869109519991,Mut,WT,Mut,WT,WT,WT,WT,WT,WT,Mut,WT,WT,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,Mut,WT,WT,WT,WT,WT,WT,Mut,WT,WT,WT,1,0,1,0,0,0,0,0,0,1,0,0,0,1010000001000,1010000001,1,0,1,0,0,0,0,0,0,1,1010000001,True
